         15425840 function calls (14351788 primitive calls) in 242.240 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7000  184.384    0.026  184.384    0.026 {built-in method torch._C._nn.linear}
     7000    0.013    0.000  173.514    0.025 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/interleaver.py:113(output_hook)
     7000    0.024    0.000  173.500    0.025 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/interleaver.py:58(<lambda>)
     7000    0.081    0.000  173.476    0.025 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/protocols/intervention.py:13(intervene)
     7500    0.097    0.000  173.264    0.023 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/graph.py:221(execute)
    13000    0.145    0.000  172.667    0.013 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/protocols/module.py:62(execute)
     6000    0.217    0.000   33.479    0.006 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/models/gpt2/modeling_gpt2.py:396(forward)
    24000    0.218    0.000   28.028    0.001 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/pytorch_utils.py:114(forward)
    24000   27.505    0.001   27.505    0.001 {built-in method torch.addmm}
     6000    0.067    0.000   21.100    0.004 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/models/gpt2/modeling_gpt2.py:372(forward)
     6500    0.018    0.000   11.904    0.002 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/loss.py:1309(forward)
     6500    0.016    0.000   11.877    0.002 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/functional.py:3379(cross_entropy)
     6500   11.858    0.002   11.858    0.002 {built-in method torch._C._nn.cross_entropy_loss}
     6000    0.245    0.000   11.291    0.002 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/models/gpt2/modeling_gpt2.py:269(forward)
    33500    0.063    0.000    5.498    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/graph.py:111(create)
    40000    0.050    0.000    5.440    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/node.py:27(__init__)
    40000    0.107    0.000    5.390    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:35(__init__)
    40000    0.057    0.000    4.865    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:373(_meta_data)
    33500    0.104    0.000    4.783    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:385(traceback_str)
    33500    0.053    0.000    4.537    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:217(extract_stack)
    33500    0.030    0.000    4.475    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:372(extract)
    33500    0.780    0.000    4.445    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:394(_extract_from_extended_frame_gen)
   236000    0.213    0.000    2.443    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/linecache.py:52(checkcache)
    19500    0.070    0.000    2.413    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:202(create)
   236000    2.214    0.000    2.214    0.000 {built-in method posix.stat}
    13000    0.032    0.000    2.192    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:88(__call__)
    13000    0.044    0.000    2.145    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/protocols/module.py:19(add)
     6000    0.687    0.000    1.827    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/activations.py:46(forward)
     7500    0.009    0.000    1.398    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/protocols/base.py:14(add)
     7000    0.030    0.000    1.341    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:107(output)
     7000    0.010    0.000    1.301    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/protocols/entrypoint.py:16(add)
620500/114000    0.621    0.000    1.195    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:16(apply)
     6500    0.006    0.000    1.079    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/proxy.py:34(save)
     6500    0.005    0.000    1.072    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/protocols/lock.py:11(add)
125000/114000    0.223    0.000    1.027    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:44(<listcomp>)
     6000    0.068    0.000    0.929    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/integrations/sdpa_attention.py:43(sdpa_attention_forward)
     6000    0.006    0.000    0.899    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/proxy.py:122(__getitem__)
    26500    0.081    0.000    0.784    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/node.py:34(prepare_inputs)
     6000    0.768    0.000    0.768    0.000 {built-in method torch.tanh}
     6680    0.035    0.000    0.743    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2827(__call__)
    19000    0.078    0.000    0.730    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/normalization.py:216(forward)
      500    0.064    0.000    0.730    0.001 /gpfs/bwfor/home/tu/tu_tu/tu_zxolr37/surprisal_internal_layers/src/EZ_run_gpt2_nnsight.py:80(<listcomp>)
     6680    0.022    0.000    0.704    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2925(_call_one)
    19000    0.090    0.000    0.633    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/functional.py:2884(layer_norm)
   383000    0.223    0.000    0.617    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:313(line)
     6180    0.026    0.000    0.588    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:3043(encode_plus)
     6680    0.017    0.000    0.559    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/models/gpt2/tokenization_gpt2_fast.py:109(_batch_encode_plus)
     6180    0.013    0.000    0.551    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/models/gpt2/tokenization_gpt2_fast.py:118(_encode_plus)
     6000    0.545    0.000    0.545    0.000 {built-in method torch._C._nn.scaled_dot_product_attention}
     6680    0.045    0.000    0.541    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_fast.py:512(_batch_encode_plus)
     6180    0.021    0.000    0.537    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_fast.py:603(_encode_plus)
    19000    0.502    0.000    0.502    0.000 {built-in method torch.layer_norm}
      500    0.004    0.000    0.500    0.001 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/base.py:75(trace)
     6500    0.141    0.000    0.496    0.000 /gpfs/bwfor/home/tu/tu_tu/tu_zxolr37/surprisal_internal_layers/src/EZ_run_gpt2_nnsight.py:103(<listcomp>)
164000/1000    0.133    0.000    0.496    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:505(_reset)
     6500    0.013    0.000    0.384    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/proxy.py:102(__getattr__)
      500    0.005    0.000    0.364    0.001 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/contexts/invoker.py:53(__enter__)
   349500    0.179    0.000    0.354    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/linecache.py:26(getline)
   574000    0.304    0.000    0.343    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:683(__setattr__)
    33500    0.037    0.000    0.331    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:103(preprocess)
    33000    0.075    0.000    0.327    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:308(set_value)
    67000    0.278    0.000    0.278    0.000 {method 'view' of 'torch._C.TensorBase' objects}
   164000    0.072    0.000    0.267    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:491(_reset_proxies)
     6680    0.020    0.000    0.256    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:220(__init__)
    30000    0.244    0.000    0.244    0.000 {method 'contiguous' of 'torch._C.TensorBase' objects}
      500    0.002    0.000    0.240    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:1322(__init__)
      500    0.004    0.000    0.238    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:1080(__init__)
     6000    0.029    0.000    0.234    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/proxy.py:315(inner)
      500    0.004    0.000    0.230    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:1887(parse_processor_args)
      500    0.001    0.000    0.225    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:3261(signature)
      500    0.001    0.000    0.224    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:3007(from_callable)
  1678919    0.214    0.000    0.223    0.000 {built-in method builtins.isinstance}
   383000    0.117    0.000    0.223    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:386(extended_frame_gen)
      500    0.006    0.000    0.223    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:2435(_signature_from_callable)
     1000    0.004    0.000    0.211    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1161(__iter__)
      500    0.002    0.000    0.209    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:2315(_signature_from_builtin)
      500    0.013    0.000    0.204    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:2172(_signature_fromstr)
     6680    0.045    0.000    0.204    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:689(convert_to_tensors)
     6000    0.049    0.000    0.201    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/_tensor.py:1037(split)
   202500    0.199    0.000    0.199    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/module.py:1949(__getattr__)
    75500    0.063    0.000    0.197    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:536(_hook)
     1500    0.005    0.000    0.196    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1465(display)
    60000    0.062    0.000    0.187    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:41(<listcomp>)
147540/140540    0.137    0.000    0.172    0.000 {built-in method builtins.getattr}
     6680    0.171    0.000    0.171    0.000 {method 'encode_batch' of 'tokenizers.Tokenizer' objects}
    19860    0.168    0.000    0.168    0.000 {built-in method torch.tensor}
    27000    0.039    0.000    0.164    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/module.py:2651(parameters)
     1000    0.003    0.000    0.164    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1326(refresh)
    80340    0.161    0.000    0.161    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
    12500    0.029    0.000    0.156    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/dropout.py:69(forward)
1451066/1449564    0.116    0.000    0.154    0.000 {built-in method builtins.len}
   349500    0.151    0.000    0.151    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:261(__init__)
   349500    0.127    0.000    0.150    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/linecache.py:36(getlines)
   349500    0.123    0.000    0.146    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/linecache.py:147(lazycache)
    26500    0.033    0.000    0.145    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:65(fetch_attr)
    14002    0.007    0.000    0.145    0.000 {built-in method builtins.next}
    46500    0.082    0.000    0.142    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:191(reset)
     6000    0.138    0.000    0.138    0.000 {built-in method torch.pow}
    88500    0.138    0.000    0.138    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:459(_scanning)
      500    0.006    0.000    0.135    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1199(update)
     6000    0.135    0.000    0.135    0.000 {built-in method torch.split}
      500    0.004    0.000    0.129    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/contexts/interleaving.py:39(__init__)
    12500    0.062    0.000    0.127    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/functional.py:1398(dropout)
    67000    0.040    0.000    0.126    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/re/__init__.py:173(search)
    26500    0.054    0.000    0.121    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:327(update_listeners)
    27000    0.023    0.000    0.121    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/module.py:2676(named_parameters)
    26500    0.066    0.000    0.118    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/node.py:85(update_dependencies)
82000/500    0.060    0.000    0.111    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/envoy.py:430(_set_tracer)
    76000    0.057    0.000    0.109    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/graph.py:252(__getitem__)
   101860    0.109    0.000    0.109    0.000 {built-in method torch._C._get_tracing_state}
      500    0.001    0.000    0.108    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/graph.py:67(reset)
      500    0.013    0.000    0.107    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/graph.py:57(reset)
     1500    0.004    0.000    0.106    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:460(print_status)
   383000    0.106    0.000    0.106    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/traceback.py:322(walk_stack)
      500    0.011    0.000    0.106    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:953(__init__)
    13360    0.013    0.000    0.106    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:726(as_tensor)
      500    0.085    0.000    0.102    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/backends/base.py:62(frame_injection)
    30500    0.101    0.000    0.101    0.000 {method 'transpose' of 'torch._C.TensorBase' objects}
    27000    0.051    0.000    0.100    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/module.py:2631(_named_members)
     6500    0.100    0.000    0.100    0.000 {built-in method torch.tensor_split}
     6500    0.098    0.000    0.098    0.000 {method 'copy' of 'dict' objects}
      500    0.020    0.000    0.097    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/interleaver.py:76(__enter__)
      500    0.031    0.000    0.097    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/graph.py:107(compile)
     1000    0.009    0.000    0.096    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:163(__exit__)
      500    0.002    0.000    0.089    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:3143(batch_encode_plus)
    61500    0.053    0.000    0.088    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:83(listeners)
    64001    0.087    0.000    0.087    0.000 {built-in method builtins.setattr}
    32000    0.013    0.000    0.087    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:121(restore)
    80340    0.086    0.000    0.086    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
     1500    0.006    0.000    0.085    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1151(__str__)
     6000    0.010    0.000    0.083    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:976(_wrapped_update)
      500    0.001    0.000    0.082    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/proxy.py:151(__add__)
      500    0.001    0.000    0.076    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/contexts/globals.py:90(__enter__)
     6000    0.014    0.000    0.073    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:1175(update)
     1500    0.029    0.000    0.072    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:467(format_meter)
     1000    0.004    0.000    0.072    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:1266(close)
     4000    0.002    0.000    0.071    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/utils.py:193(inner)
44000/23500    0.061    0.000    0.071    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/configuration_utils.py:208(__getattribute__)
     1500    0.003    0.000    0.070    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/tqdm/std.py:454(fp_write)
    76500    0.060    0.000    0.070    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/compiler/__init__.py:425(is_compiling)
     2500    0.069    0.000    0.069    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    99500    0.045    0.000    0.065    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:147(attached)
    80340    0.064    0.000    0.064    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
    73000    0.044    0.000    0.063    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:93(dependencies)
    33000    0.034    0.000    0.063    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/graph.py:239(add)
     6500    0.017    0.000    0.063    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/_tensor.py:1176(__iter__)
    27000    0.036    0.000    0.061    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/node.py:54(inner)
     6500    0.043    0.000    0.058    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/transformers/cache_utils.py:1155(append_new_layers)
      500    0.008    0.000    0.054    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/inspect.py:2100(_signature_strip_non_python_syntax)
    67000    0.037    0.000    0.052    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/re/__init__.py:272(_compile)
35000/7000    0.026    0.000    0.051    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:350(subgraph)
    21000    0.012    0.000    0.050    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/node.py:78(_to)
   467001    0.046    0.000    0.050    0.000 {method 'add' of 'set' objects}
    49000    0.047    0.000    0.047    0.000 {method 'size' of 'torch._C.TensorBase' objects}
    26500    0.031    0.000    0.046    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/tracing/graph/node.py:111(preprocess_node)
    68000    0.029    0.000    0.043    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/util.py:51(<dictcomp>)
    23000    0.043    0.000    0.043    0.000 {method 'to' of 'torch._C.TensorBase' objects}
    33500    0.026    0.000    0.042    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/nnsight/intervention/graph/proxy.py:20(__init__)
   485936    0.042    0.000    0.042    0.000 {method 'append' of 'list' objects}
    12500    0.041    0.000    0.041    0.000 {built-in method torch.dropout}
     7000    0.015    0.000    0.040    0.000 /home/tu/tu_tu/tu_zxolr37/.conda/envs/surprisal/lib/python3.11/site-packages/torch/nn/modules/module.py:1676(register_forward_hook)
